topic,keyword,short_text
Social Sciences,,"PCIT is founded on social learning and attachment theories, and it treats children between 2 and 7 years of age with disruptive or externalizing behavior problems. Participants will examine the interpersonal aspects of child maltreatment and how PCIT is an effective intervention for these families. Participants will learn about the basic PCIT concepts and their application to several different treatment settings (clinics, home visits, school and Head Start). This workshop is for Wraparound staff, providers, clinicians, paraprofessionals, home visitors and school based professionals evaluation system. He also leads CalSWEC’s efforts to foster evidence based practice in child welfare, and to address disparities in the child welfare system."
Social Sciences,,"Learning module on protectionism and barriers to trade, focusing on tariffs, quotas, U.S. law and the GATT/WTO rules on trade ."
Social Sciences,,"This course is about solving complex problems. Our favorite problems are not just technically complex but also characterized by the presence of many different social actors that hold conflicting interests, objectives, and perceptions and act strategically to get the best out of a problem situation. This course offers guidance for policy analysts who want to assess if and how their analysis could be of help, based on the premise that problem formulation is the cornerstone in addressing complex problems. After this course, students would have obtained a theoretical insight into different models of decision-making processes, their implications in terms of supporting decision making and the potential roles that analysts; they can make a structured problem analysis in a complex situation, and can lay down their findings in an ""issue paper;"" they know how to use a range of different methods and techniques to support attainment of these objectives; can formulate plans for a further analysis and closer examination, including the specification and the choice of possible mathematical models to be used.The completion of the practical part of this course will be an issue paper (written in pairs)."
Social Sciences,,"This video examines the global perspective of materials. It looks that the difference between reserves and resources and considers the question of ""running out"" of materials.This video part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Social Sciences,,"This video goes through the carbon cycle and describes how using fossil fuels threatens the foundation of the aquatic global food chain. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Social Sciences,,"This video explores the meaning of sustainable development from a biomimicry view. It is largely based on the work of CS Holling and associates. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Social Sciences,,"Introduction to the concept of a dynamic system. Includes discussion of system and surroundings and system boundaries. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives, Assessment, and Activities."
Social Sciences,,"This video describes the ecological footprint and its limitation. It goes into some depth on the computation on the footprint and what it means for the global population. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Social Sciences,,"This video defines energy, reviews a model of different types of energy and presents the four known stable global energy resources. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Social Sciences,,"This video explains thermodynamic systems, open and closed systems, and the four key properties of a system. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives, Assessment, and Activities."
Social Sciences,,"This video looks at the global population and trends. It also explains the concept of carrying capacity and how a person's behavior influences carrying capacity. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Social Sciences,,"This video is an introduction to the global issue of water. It examines questions like ""How can there be a water shortage when we are surrounded by water?"". This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Social Sciences,,"This video looks at how water use and energy use are connected when industrial era technologies are used as the primary means of supplying process energy. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Social Sciences,,"This video examines the use of life cycle assessment methods as an aid to the design process. It introduces three methods: full life cycle assessment, streamlined life cycle assessment, and economic input-output life cycle assessment. The advantages and limits of each stated. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Social Sciences,,"This video, based on ideas of Donella Meadows (Thinking in Systems: A Primer | 2008, Chelsea Green Publishing), describes different types of interventions that are possible in a system and their potential leverage. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives, Assessment, and Activities."
Social Sciences,,"This video explains Aristotle's model of causality and how it can be used to gain insight into systemic behavior. Many of the ideas presented in this video have been contributed by Roger Burton. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives, Assessment, and Activities."
Social Sciences,,"This resource contains presentations from the Center for Automotive Research (CAR) 2014 Management Briefing Seminars held August 4-7, 2014. With attendees from industry, government, media, and academia, the event featured outstanding presentations from industry thought leaders as well as various networking and social events. Using CAR research as a foundation, these seminars revolved around the most important issues facing the automotive industry today: manufacturing, powertrain, sales forecasting, connected and automated vehicles, purchasing, talent, and supply chain."
Social Sciences,,"This video distinguishes between renewable and non-renewable energy resources. It examines the question, ""How long to do we have before we exhaust non-renewable resources?"" It also looks at alternatives to non-renewable energy resources. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Social Sciences,,"This video looks at the meaning of sustainable development and why the current best practices prescribe participatory methods. It also presents a visual model for sustainable development that is closer to the physical reality than the ""triple bottom line"" model of environmental, equity, and economic goals. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Social Sciences,,"This video looks at the cause of system behavior as being like an iceberg. This idea was proposed by Peter Senge in his book, ""The Fifth Discipline"" (1990), Doubleday Publishers. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives, Assessment, and Activities."
Social Sciences,,"This video explains what is meant by a materials life cycle framework. It describes what happens at each step in the life cycle and why designers should consider the life cycle in the design process. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Social Sciences,,"This video looks at how water is provided for our use through the hydrologic cycle. It also explains how global climate change disturbs the storage of water in the various global compartments. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Social Sciences,,"How do we account for water use? What is the difference between water consumed and water withdrawn? What is the water footprint tool? This video examines these questions. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Social Sciences,,"The event includes high-profile speakers and breakout sessions that provide strategies for understanding equity through a trauma-informed practices approach. The site will provide access to speaker keynotes and breakout session recordings and materials from both.With consideration to current social movements in the U.S., as well as the recent advent of widespread distance learning, equity work is needed now more than ever. Our students deserve our highest-level of support.Native Wellness Institute: Jillene JosephCommunication Across Barriers: Dr. Donna BeagleRicky RobertsonResolve: Raphaelle Miller, Cara WalshOregon Center for Educational Equity; Daryl Dixon, Jesse ScottJohn Krownapple"
Social Sciences,,"This course investigates the psychosocial aspects of vision loss. Coping techniques and issues of self-esteem are explored, along with principles of self-determination. Other topics include the psychosocial aspects of personal life management such as orientation and mobility, use of volunteers, sexuality, and the Americans with Disabilities Act. Psychosocial issues specific to people from diverse cultures are also addressed."
Social Sciences,,"This educational video features Sperm whales and has an accompanying lesson plan to teach about Sound in the Sea. The Sperm whale holds many records. It is the deepest-diving whale on Earth, the largest toothed whale on Earth and has the largest brain on the planet too. On top of that, it has a reputation for being a vicious beast, thanks in part to Herman Melville's Moby Dick. But the real Sperm whale is a lot different than people think. It has a highly-evolved social life, operates at depths where nobody can see them most of the time, and uses sonar which is so sophisticated that it makes the Navy's electronics look like toys. Sperm whales are very hard to find and even harder to film. In the Caribbean, Jonathan repeatedly attempts to get close to the elusive whales, until finally he succeeds and has an incredible experience eye to eye with a giant who investigates him with powerful sonar clicks. Please see the accompanying lesson plan for educational objectives, discussion points and classroom activities."
Social Sciences,,"Political thought, otherwise known as political theory or philosophy, is the study of questions concerning power, justice, rights, law, and other issues pertaining to governance. This course examines major texts in the history of political thought and asks how different views on human nature inform the design of government. Upon successful completion of this course, the student will be able to: summarize the passage of political thought through the classical, Renaissance, and Enlightenment periods and based on the works of Plato, Aristotle, Machiavelli, Hobbes, Locke, Rousseau, Tocqueville, and Marx; compare and contrast the differences between Plato and Aristotle with regard to their understandings of the nature of the person, ethics, society, citizenship, and governance; explain the historical and intellectual context in which the political thought that helped to develop the modern state came to be; compare and contrast the concepts of justice, freedom, equality, citizenship, and sovereignty in the works of Machiavelli, Hobbes, Locke, and Rousseau; explain the different versions of, and importance of, 'the state of nature' to political thought; identify the influences of Hobbes, Locke, and Rousseau on the development of the United States Constitution; summarize the thoughts of Alexis de Tocqueville on the American political landscape, particularly with regard to religion and equality, and why this has importance beyond the American context; explain Karl Marx's world view, with particular regard to his critique of democracy and the modern, politically liberal, state; how it came to be; and its fundamental link to capitalism. (Political Science 201)"
Social Sciences,,"These lessons were created with the aim of highlighting the need to reduce waste and being more sustainable. The lessons are targeted for Second Level Primary School Children (Primary 4-7) with Scottish Curriculum for Excellence Areas in Expressive Arts, Science, Social Studies and Technologies."
Social Sciences,,"Published by the UC Santa Cruz Center for Agroecology and Sustainable Food Systems, the 600-page manual covers practical aspects of organic farming and gardening, applied soil science, and social and environmental issues in agriculture. Units contain lecture outlines for instructors and detailed lecture outlines for students, field and laboratory demonstrations, assessment questions, and annotated resource lists. Although much of the material has been developed for field or garden demonstrations and skill building, most of the units can also be tailored to a classroom setting.The training manual is designed for a wide audience of those involved in teaching farming and gardening, including colleges and universities with programs in sustainable agriculture, student farms or gardens, and on-farm education programs; urban agriculture, community garden, and farm training programs; farms with internships or apprenticeships; agriculture extension stations; school gardening programs; organizations such as the Peace Corps, US AID, and other groups that provide international training in food growing and ecological growing methods; and master gardener programs."
Social Sciences,,"This coursework gives description on concepts of macroeconomics topics like economic science, economic problem, demand and supply, mixed capitalism, national income accounting, business cycle, classical keynesian theory, fiscal policy, money, federal reserve system, monetary policy, supply side economics, economic growth etc."
Social Sciences,,"The goal of this unit is that the students will be able to:1. work in a blended learning environment to understand climate change and its impact on the world.2. master a basic understanding of climate change3. work in groups to research focused questions, present their research, and propose a way to combat climate change.4. present their completed projects to their classmates. This unit is based on a lesson plan from The Learning Network found here: http://learning.blogs.nytimes.com/2015/04/22/guest-post-climate-change-questions-for-citizen-scientists/"
Social Sciences,,"Canvas Course Shell for C-ID POLS 140 Introduction to International Relations: an introduction to international relations theory with an examination of national, international, transnational, and sub-national actors and their institutions, interactions and processes as they relate to global issues.The content contained within this Open Education Resource (OER) was curated and/or created by Dr. Charlotte Lee at Berkeley City College, Dr. Katherine Michel at Ohlone College, and Dr. Josh Franco at Cuyamaca College. The curation and creation of this content was funded by the Academic Senate for California Community College's Open Educational Resources Initiative.Question Banks were created by Josh Franco, Ph.D., Elizabeth Nash, M.A., and Jereme Umali, M.A.."
Social Sciences,,"The goal of this unit is for students to work in a blended learning environment to understand climate change and its impact on the world. The objectives are for students to master a basic understanding of climate change and to work in groups to research focused questions, present their research, and propose a way to combat climate change. Students will present their completed projects to their classmates. This unit is based on a lesson plan from The Learning Network found here: http://learning.blogs.nytimes.com/2015/04/22/guest-post-climate-change-questions-for-citizen-scientists/"
Social Sciences,,"In this lesson students will explore some of the doubts and misgivings that arose as the Continental Congress debated whether or not to add a bill of rights to the Constitution. They will investigate a letter James Madison wrote to Thomas Jefferson on October 17, 1788, in which Madison discusses the pros and cons of a bill of rights. It is part of a series of letters these men exchanged on the topic. Jefferson, who was in Paris at the time, strongly supported inserting a list of fundamental liberties into the Constitution, and he asked Madison to keep him abreast of the debate. In this letter Madison not only updates Jefferson on the bill’s progress but also explains his thoughts about a bill of rights and its role in the American Constitution.We have excerpted three passages from Madison’s letter, each accompanied by a series of close reading analytical questions for students to answer. The first excerpt explains the context of the debate, including reasons why a bill of rights might not be necessary. The second explores Madison’s reasons for supporting a bill of rights, and the third discusses how he believed such a list of rights, if written, should be structured. We have provided a short summary at the beginning of each excerpt. Spellings are retained from the original document.You will find two interactive exercises in this lesson. The first allows students to review vocabulary found throughout the text. The second, recommended for use after you have conducted the close reading, reviews the central points of the textual analysis. You may want to use its first slide to direct whole class discussion in which you ask students to support their answers with evidence from the text. The second slide provides the correct responses with textual support.It is important to remember that here the term “majority” refers to large groups of powerful politicians and legislators, not to a mass of voters. Moreover, Madison did not conceive of “minorities” as we do today — groups like women, African-Americans, Latinos, or other social or ethnic groups. Rather, when he uses the word, and when we use it in this lesson, it simply refers to a political group whose numbers are less than the majority.This lesson consists of two parts, both accessible below. The teacher’s guide includes a background note, the text analysis with responses to the close reading questions, access to the interactive exercises, and an optional follow-up assignment. The student’s version, an interactive worksheet that can be e-mailed, contains all of the above except the responses to the close reading questions and the follow-up assignment."
Social Sciences,,"this is a quick exercise in reinforcement and assessment.i will have my leisurely, loose and motivated assignments frequented by continuing course activities ongoing increative measures for anyone here through the linkfor my google classroom Creative technicians.thanks i hope the list met you well."
Social Sciences,,These materials include background for the instructor and a lab that engages student in an analysis of global inequality while learning and using the R language (a programming language for statistics). Students obtain data on the US and two other countries (one more developed and one less developed).
Social Sciences,,There are materials that we are asking the participants to copy and bring with them to the class. There are materials that the Resource Center will provide for participants and there are materials that we are providing to participants that we ask for them to review prior to the class that do not need to be printed.
Social Sciences,,"This resource contains presentations from one of the Center for Automotive Research's (CAR's) breakfast briefings titled ""Automotive Fuels and Emissions: Policies, Compliance, & Potential Impact of Future Technologies."" This briefing occurred on 12/5/13 at Robert Bosch LLC in Farmington Hills, MI. At the briefing presenters discussed the strategic implications of Tier 3 regulations which will soon be finalized and may impact future technology decisions in a multitude of ways. The impact of Tier 3 emission regulations is expected to be far reaching as they have the potential to influence the quality of fuel, as well as usage of alternative fuels and powertrains. Further, the regulations will have a direct influence on the technologies, such as diesel and gasoline direct injection, that automakers will utilize to meet the fuel economy standards through MY2025. Included in this resource are the presentations from the National Renewable Energy Laboratory (NREL), Volkswagen, and Bosch utilized at the briefing."
Social Sciences,,"This course is designed to acquaint beginning students with some of the fundamental principles of international relations such as realism and idealism. Realism, for example is based on the assumption that the state constitutes the most important actor in the international system. The course will also explore the nature of idealism, which emphasizes the role of international norms and ethics, such as the preservation of human rights, as a means of realizing international justice. The course will also analyze international political economy and various theories ranging from mercantilism to dependency theory."
Social Sciences,,"This lesson is connected to but can be used independently of ""Using Big Data to Identify and Understand Educational Inequality in America (1)""Students will develop CS skills and behaviors including but not limited to: learning what an API is, learning how to access and utilize data on an API, and developing their R coding skills and knowledge. Students will also learn basic, but important, sociological principles such as how poverty is related to educational opportunities in America (and how this relationship varies between and among states). Although prior knowledge of CS and sociology is helpful, neither is necessary for student (or instructor) success on this project. Three instructional hours."
Social Sciences,,"Although parents are often not recognized in the treatment process, they can be the ones who can improve their child’s functioning."
Social Sciences,,"Tropical cyclones defition, requirements for formation and how to manage and prevent it."
Social Sciences,,"Explore how populations change over time in a NetLogo model of sheep and grass. Experiment with the initial number of sheep, the sheep birthrate, the amount of energy sheep gain from the grass, and the rate at which the grass re-grows. Remove sheep that have a particular trait (better teeth) from the population, then watch what happens to the sheep teeth trait in the population as a whole. Consider conflicting selection pressures to make predictions about other instances of natural selection."
Robotics,,"This lesson explores the similarities between how a human being moves/walks and how a robot moves. This allows students to see the human body as a system, i.e., from the perspective of an engineer. It shows how movement results from (i) decision making, i.e., deciding to walk and move, and (ii) implementing the decision by conveying the decision to the muscle (human) or motor (robot)."
Robotics,,Trabajo Final para la cátedra Diseño de Sistemas de Tiempo Real. En este trabajo se muestra desde cómo armar el robot con las piezas compradas hasta cómo modificar y adaptar RTuinOS (un SO de Tiempo Real) para que funcione en nuestro Arduino.
Robotics,,"Kaspar is a child-sized humanoid robot designed as a social companion to improve the lives of children with autism and other communication difficulties.By interacting and behaving in a child-like way, Kaspar helps teachers and parents support children with autism to overcome the challenges they face in socialising and communicating with others."
Robotics,,"This educational resource provides essential information for implementation of Industry 4.0 in SME’s environment in the form of a collection of “recipes” suitable for SMEs that can be directly used by the owners and managers of SMEs. It includes practical approaches that support SMEs in the implementation of Industry 4.0 taking advantage on the decreasing costs of technologies like 3D printing, robotics, Augmented Reality, etc."
Robotics,,"""The Human Controller"" presents and discusses design and evaluation issues of human-machine interaction. The focus is on understanding human perception-action couplings (limitations, preferences, adaptation) and on quantifying control behavior of humans in the direct manual control loop of vehicles, robots or other man-made tools. Case studies from automotive, aviation, medical and tele-operation applications are discussed, with a special focus on the importance of including and enhancing haptics (=the sense of touch) during manual control."
Geography and History,,"Iowa History Online provides online support for teachers of Iowa history at the elementary and secondary levels. Included are Iowa history benchmarks, scope and sequence models, curriculum guides, Iowa literature, Iowa history textbooks, field trips, primary source materials and a listing of contact persons for assistance in teaching Iowa history.The purpose of this website is to provide teachers across Iowa quality resources for Iowa history. Within this website there are tabs to assist teachers on State Requirements, Benchmarks, National Standards, Scope and Sequences, Curriculum Guides, Literature, Textbooks, Primary Source Materials and Field Trips."
Geography and History,,"Instructional materials on local history topics developed by students at the University of Tennessee at Chattanooga for use in secondary education classrooms.Students will examine federal documents and local artifacts to determine the effects of federal policies on Native Americans, particularly the Cherokee. The purpose of the lesson is to build upon students’ prior knowledge of analyzing primary sources, Native American History, and Chattanooga history."
Geography and History,,"This presentation is on the islands of Polynesia.  It goes through several different islands and focuses on the geography of the island, the history of the island, and the culture of the island.  Includes images and information in presentation form."
Geography and History,,"The Center for European Studies at UNC-CH is proud to present the Teaching the EU Toolkits. CES has a 20-year history of providing outreach materials and professional development on contemporary Europe. During this time, we have discovered that although there is much interest in teaching Europe, most resources are historic in nature, and do not allow students to fully grasp the rich cultures, languages, people, and politics of today’s Europe, Europeans, and the European Union. This project was generously funded by a Getting to Know Europe grant from the Delegation of the European Union to the US in Washington, DC.This information sheet addresses the following information:What is the European Union?What do Europeans have in common?How has the European Union developed? What does the EU do today?"
Geography and History,,"These two Google Sheets were created to assist teachers using the Legends and Folktales ""Lecture"" found here: https://www.oercommons.org/courses/legends-and-folktalesThe videos are organized by theme on Sheet 1. On Sheet 2, problematic or adult/mature themes are noted as this was originally published as a third grade ""lecture"". There are some fantastic, concise, interesting videos on the site, but they are jumbled by theme and it is time consuming to search through them. This list was created to save teachers time.The author is not affiliated with the Department of Defense or the Defense Language Institute - Foreign Language Center."
Geography and History,,Using Google's MyMaps tool in the K-5 classroom.
Geography and History,,This is a college level course for French Culture in Translation. This course is offered for students wishing to supplement their elementary studies fir French 103 & 104 with French Culture and history. This course is also offered in French at a more advanced level fir those wishing to study culture in the target language. This course is also offered as a free elective for those not requiring a language sequence for graduation or transfer.
Geography and History,,"India and South Asia: From Area Studies to Ethnic StudiesCourse design by Rachel Heilman, Issaquah High School.Developed with the support of Sunila Kale (Associate Professor of International Studies) and the South Asia Center (Henry M. Jackson School of International Studies, University of Washington), with funding from the U.S. Department of Education National Resource Centers Program.Dear Colleague,I hope you are able to implement some version of this course at your institution! I have it aligned to Washington State Social Studies Standards, but it is right in line with Common Core-driven expectations and should fit well with any state’s standards. This course also very much supports the new Washington Ethnic Studies Framework.––Rachel Heilman, March 2022Course DescriptionHow can understanding a particular region both shape and enhance our understanding of ourselves and the world around us? As we gain knowledge, how do we both recognize and cross the political boundaries we see on maps? In this one-semester course we will use an interdisciplinary approach to examine India and wider South Asia as we work to conceptualize the ways people, power, geography, and the past shape the region. For the purposes of this course South Asia will include Bangladesh, Bhutan, India, Maldives, Nepal, Pakistan, and Sri Lanka. In our role as global citizens we will also expand our inquiries to the web of connections between South Asia and our own individual and social identities."
Geography and History,,"This Open Educational Resources site will complement textbooks and lectures with obvious information gaps. An extension of regular learning content. For example, you can accompany the text with multimedia materials such as videos. By presenting information in multiple formats, students can more easily learn the material being taught."
Sustainability,,"This video looks at the meaning of sustainable development and why the current best practices prescribe participatory methods. It also presents a visual model for sustainable development that is closer to the physical reality than the ""triple bottom line"" model of environmental, equity, and economic goals. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Sustainability,,"This video explores the meaning of sustainable development from a biomimicry view. It is largely based on the work of CS Holling and associates. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Sustainability,,"This video considers a model of human impact proposed by Ehrlich and Holdren called the ""IPAT"" equation. It reveals its underlying assumptions and the additional opportunities for reducing impact. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Sustainability,,"This video explores the meaning of sustainable development from a biomimicry view. It is largely based on the work of CS Holling and associates. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Sustainability,,"By independent study of the book Sustainable Development for Engineers (K.F. Mulder, 2006) students acquire basic knowledge about sustainable development"
Sustainability,,"The sustainability learning suites is a set of learning objects created for people with a post-secondary science background, organized in six themes: Systems thinking; Sustainable development; Population; Energy; Water and Materials. The materials are designed on Fink's Taxonomy of Significant Learning and include: learning objectives, editable slides with notes and embedded classroom activities, activities of 1-3 hours,  assessments, and a set of 24 videos."
Sustainability,,Integrating the goals of probation into one sustainable; achievable Wraparound plan can be a challenge; especially in rural counties. Learn how one county and its Wraparound provider overcame obstacles to achieve success with limited resources and how you can make it happen; too.
Sustainability,,Integrating the goals of probation into one sustainable; achievable Wraparound plan can be a challenge; especially in rural counties. Learn how one county and its Wraparound provider overcame obstacles to achieve success with limited resources and how you can make it happen; too.
Sustainability,,"This course aims to give insight in the chain of hydrogen production, storage and use, and the devices involved. Electrical storage in the form of batteries will be discussed. Physical and materials science advances that are required to bring forward hydrogen and batteries as energy carriers will be highlighted."
Sustainability,,"What can we learn from nature's designs for sustainability? This video compares nature's methods with the industrial era methods of design. It recommends a design strategy based on the connection or relationship between things as a means to achieve transformative innovation for sustainability. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Sustainability,,"This video describes in detail the greenhouse effect and how recovery from energy from fossile fuels results in green house gases. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Sustainability,,"This video examines the global perspective of materials. It looks that the difference between reserves and resources and considers the question of ""running out"" of materials.This video part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Sustainability,,"This video is an introduction to the global issue of water. It examines questions like ""How can there be a water shortage when we are surrounded by water?"". This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Sustainability,,"Introduction to the concept of a dynamic system. Includes discussion of system and surroundings and system boundaries. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives, Assessment, and Activities."
Sustainability,,"This video describes the ecological footprint and its limitation. It goes into some depth on the computation on the footprint and what it means for the global population. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Sustainability,,"This video defines energy, reviews a model of different types of energy and presents the four known stable global energy resources. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Sustainability,,"This video takes an in-depth look at the annual energy available on earth against the amount of energy used by humans. It uses a graphic, published by Wes Hermann in the journal Energy, to makes clear the different energy fluxes. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Sustainability,,"This video explains thermodynamic systems, open and closed systems, and the four key properties of a system. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives, Assessment, and Activities."
Sustainability,,"This video looks at the global population and trends. It also explains the concept of carrying capacity and how a person's behavior influences carrying capacity. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Sustainability,,"This video examines the use of life cycle assessment methods as an aid to the design process. It introduces three methods: full life cycle assessment, streamlined life cycle assessment, and economic input-output life cycle assessment. The advantages and limits of each stated. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Sustainability,,"This video, based on ideas of Donella Meadows (Thinking in Systems: A Primer | 2008, Chelsea Green Publishing), describes different types of interventions that are possible in a system and their potential leverage. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives, Assessment, and Activities."
Sustainability,,"This video explains Aristotle's model of causality and how it can be used to gain insight into systemic behavior. Many of the ideas presented in this video have been contributed by Roger Burton. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives, Assessment, and Activities."
Sustainability,,"This video distinguishes between renewable and non-renewable energy resources. It examines the question, ""How long to do we have before we exhaust non-renewable resources?"" It also looks at alternatives to non-renewable energy resources. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Sustainability,,"This video goes through the carbon cycle and describes how using fossil fuels threatens the foundation of the aquatic global food chain. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Sustainability,,"This video looks at how water use and energy use are connected when industrial era technologies are used as the primary means of supplying process energy. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Sustainability,,"This video looks at the cause of system behavior as being like an iceberg. This idea was proposed by Peter Senge in his book, ""The Fifth Discipline"" (1990), Doubleday Publishers. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives, Assessment, and Activities."
Sustainability,,"This video explains what is meant by a materials life cycle framework. It describes what happens at each step in the life cycle and why designers should consider the life cycle in the design process. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Sustainability,,"This video looks at how water is provided for our use through the hydrologic cycle. It also explains how global climate change disturbs the storage of water in the various global compartments. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Sustainability,,"How do we account for water use? What is the difference between water consumed and water withdrawn? What is the water footprint tool? This video examines these questions. This video is part of the Sustainability Learning Suites, made possible in part by a grant from the National Science Foundation. See 'Learn more about this resource' for Learning Objectives and Activities."
Sustainability,,In this module your main task is to plan and carry out a set of activities with selected households in the community to help them gain a good understanding of their current and possible future use of natural resources in their area.
Sustainability,,"These lessons were created with the aim of highlighting the need to reduce waste and being more sustainable. The lessons are targeted for Second Level Primary School Children (Primary 4-7) with Scottish Curriculum for Excellence Areas in Expressive Arts, Science, Social Studies and Technologies."
Sustainability,,"Transportation Engineering: Professional Practices & Priorities consists of two chapters: 1) Introducing Today's Sustainability-Minded Professional, and 2) Prioritizing Sustainable, Active, Resilient Mobility.Readers are interrupted at frequent intervals to pause, think and apply. Active learning opportunities are triggered by purposefully placed ‘activity’ prompts. A typical activity prompt invites a thoughtful exercise that can be completed in fewer than five minutes.This publication complies with Section 508 of the Rehabilitation Act of 1973 as amended (29 U.S.C. § 794d), by providing alternative text (alt text) for each photographic image and engineering exhibit. Because high-quality alt text has the potential to benefit every student, these appear as sub-captions."
