topic,keyword,short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other," 'on-paper debate')"""" give the pros and cons of an issue (as in articles often carried by AERA", DIME," an interview with Michihiro Matsumoto is titled """"the pioneer of debate"""" (The Asahi Shinbun", May 22, 1990).12 Toogi is less frequently used than tooron. Some authors of books on communication skills contrast toogi 'discussion' with tooron 'debate' but the contrast is not commonly observed in ordinary usage of Japanese.13 The search was conducted by the author using the text database of the three newspapers available in G-Search in NIFTY-Serve, which is a commercial on-line database. NA indicates that the articles in those years are not included in the database.14 In the Japanese title of the contest, the word dibeeto was used rather than the Japanese counterpart tooron.15 I do not have enough evidence to infer how the organizer decided the style of the contest. I only note here characteristics of three of the key figures who contributed to the organization of the contest. When the contest began, the commercial-base planning was done by Dentsu, Japan's largest advertising agency. Michihiro Matsumoto was giving technical advice on debate. Later, he was replaced with Shigeru Matsumoto (no relative of Michihiro), who inherits American academic debate more directly. Michihiro Matsumoto, in contrast, is advocating his adopted view of debate. He calls it dibeeto doo (literally 'debate way'). Doo in this sense may be translated as 'principle' or 'doctrine.'16 The author is currently serving as the chairman of the Japan Debate Association.17 In 1993 I saw occasional programs called Nyuu Eiji Dibeeto 'New Age Debate' on the NHK General Channel. The format was about the same as that used in Seishun Tooku Tooku.18 In writing tooron," the program often uses an alternative Chinese character for too. This alternative character (dou in Chinese) gives a stronger sense of physical fight than the original character (tao in Chinese). This tooron program is characterized by the dominance of """"having arguments"""" rather than """"making arguments"""" (cf. O'Keefe (1977) about the distinction between the two types of argument).19 However"," I should also note that the same issue of the magazine has a column called """"Hot Talk: FAX tsukatte shijoo dibeeto [Debate on paper using FAX]"," in which readers' opinions are contrasted about the theme of the month: """"Do you want to quit the company and change job? Or do you want to stay in the same company?""""20 For example", one debate program mentioned earlier (Dibeeto from Fuji TV) is not broadcast in Fukuoka.21 Although I did not ask her if she had known the word dibeeto, my impression was that she had known it because she did not ask back when I mentioned dibeeto. It must be the case that the first word she had in mind when she heard --beeto was ribeeto not dibeeto. But it is also possible that she had not known the word dibeeto. It is very difficult to infer the knowledge of a speaker from an incidental event.22 Early in 1995, debate attracted an unexpected attention of popular media and the general public because the chief spokesman of a murderous cult religious group in Japan demonstrated his skills in argumentation in press conferences and other public occasions. He was a successful debater in an ESS when he was a student. The effect of this popular attention to debate in terms of the popularization of the word and concept of debate is yet to be studied.REFERENCESAdachi, Yukio. 1984. Giron no ronri: Minshushugi to giron [Logic of argumentation: Democracy and argumentation]. Tokyo: Mokutakusha.Asahi Shinbunsha (ed.) 1947. Tooron: Riron to jissai [Debate: Theory and practice]. Tokyo: Asahi Shinbun.Asahi Shinbunsha. 1950. Asahi Tooron Kai o chuushi [Asahi Debate Contest is cancelled]. Asahi Shinbun [Asahi Newspaper], September 11, no pagination.Bauer, Otto. F. 1978. Early debates. In Klopf and Kawashima 1978:149-156.Cieslik, H. 1965. Nihon ni okeru saisho no shingakkoo (1601 nen - 1614 nen) [The first church school in Japan (1601 - 1614)]. Kirishitan Kenkyuu [Research in Christianity] 10.1-55.Frake," Charles O. 1969/1972. """"Struck by Speech"""": The Yakan concept of litigation. In Gumperz and Hymes 1972:106-129. Rpt. from Law in culture and society", ed. by Laura Nader. Chicago: Aldine. 1969.Freeley, Austin J. 1981. Argumentation and debate: Reasoned decision making, 5th edn. Belmont, CA: Wadsworth.Fukuzawa, Yukichi, Atsujiroo Obata, and Shinkichi Koizumi. c.1874/1959. Kaigiben [Conference Speech]. No publisher. Rpt. in Fukuzawa Yukichi Zenshuu [Complete Works of Fukuzawa Yukichi], vol. 3, ed. by Keio Gijuku, 614-637. Tokyo: Iwanami Shoten.Gross, Richard. E. (ed.). 1965. British secondary education: Overview and appraisal. London: Oxford University Press.Gumperz John J., and Dell Hymes (eds.) 1972/1986. Directions in sociolinguistics: The ethnography of communication. New York: Holt, Rinehart and Winston. Rpt. 1986, Oxford: Basil Blackwell.Haga, Yasushi. 1976. Nihonjin wa koo hanashita [Japanese people spoke in this way]. Tokyo: Jitsugyoo no Nippon Sha.Hamanaka, Takehiko. 1955. Kootoogakkoo ni okeru hanashikotoba no shidoo [Instruction of speech in senior high schools]. Kokugokyooiku 3: Hanashikotoba no kyooiku [National-language education 3: Education of speech], ed. by Zen-Nippon Kokugokyooiku Kyoogikai [All-Japan Japanese-Language Education Council], 276-295. Tokyo: Meijitosho.Hashimoto, Shiroo. 1972. Kodai no gengo seikatsu [Ancient language life]. Buntai shi, gengo seikatsu shi [History of style and history of language life], ed. by Kiyoji Sato, 221-290. Tokyo: Taishuukan.Hayami, Hiroshi. 1978. Hanashikata no hyooka [Evaluation of speaking]. Kootoogakkoo ni okeru hyoogen shidoo no riron to jissen [Theory and practice in the teaching of expressing in senior high schools], ed. by Takemitsu Ooya and Seto Hitoshi. 426-451. Tokyo: Meijishoin.Hayashi, Tsuneo. 1974. Atogaki ni kaete [In place of epilogue]. Ronriteki shikoo o takameru hyoogen shidoo [The teaching of expressing to improve logical thinking], ed. by Kimio Kobayashi and Shigeru Araki, 208-215. Tokyo: Ikkosha.Hollis, Christopher. 1965. The Oxford Union. London: Evans.Hymes, Dell. 1974. Foundations in sociolinguistics: An ethnographic approach. Philadelphia: University of Pennsylvania Press.Inoue, Narahiko. 1992. Nihon shakai ni okeru dibeeto no juyoo [The acceptance of debate in the Japanese society]). Paper presented at the 4th Annual Conference of JAAL-in-JACET (Japan Association of Applied Linguistics in Japan Association of College English Teachers) at Aoyama Gakuin University, Shibuya Campus, June 27, 1992.Inoue, Narahiko. 1994. Ways of debating in Japan: Academic debate in English Speaking Societies. Ph.D. dissertation, University of Hawai'i. Ann Arbor: UMI.Ishiguro, Osamu. 1988. 'Tooron' de jugyoo o kaeru [Changing classroom by 'debate']. Tokyo: Meijitosho.Ishiguro, Osamu. 1989. Tooron no jugyoo nyuumon [Introduction to classroom of debate]. Tokyo: Meijitosho.Ishiguro, Osamu. 1991. Tooron no gijutsu [Techniques of debate]. Tokyo: Meijitosho.Iwagami, Jun'ichi. 1947. Tooron no shakaiteki yakuwari to shoorai [The social role and the future of debate]. Tooron: Riron to jissai [Debate: Theory and practice], ed. by Asahi Shinbunsha, 82-93. Tokyo: Asahi Shinbunsha.Jensen, J. Vernon. 1992. Values and practices in Asian argumentation. Argumentation and Advocacy 28.153-166.Kai, Yuuichiroo. 1990. Kokugoka ni okeru nigenron no jikaku [Self-awareness of dualism in national-language education]. Gendai Kyooiku Kagaku [Modern Education Science], No. 406 (March 1990).72-75.Kanchi, Toshio. 1951. Kaitei Asahi-shiki: Tooron-hoo no kaisetsu to shidoo [Revised Asahi-style: Explanation and instruction of a debating method]. Tokyo: Nihon Benron Gakkai.Kasamatsu, Hiroshi (ed.). 1992. Chuusei o kangaeru: Hoo to soshoo [Reflecting on the Middle Ages: Law and litigation. Tokyo: Yoshikawa Koobunkan.Katakami," Sooji. 1991. """"Tooron no jugyoo"""" ni sutoratejii o [Bringing strategies in """"classes using debate""""]. Shoogakkoo Gakkyuu Keiei [Elementary School Classroom management]", No. 68 (September 1991).5-7.Kinoshita, Koreo. 1990. Setsumei, ronjutsu, tooron no shikata o oshieyo [We should teach how to explain, argue, and debate]. Gendai Kyooiku Kagaku [Modern Education Science], No. 406 (March 1990).5-12.Klopf, Donald. W. 1978. Forensics in America and Japan. In Klopf and Kawashima 1978: 202-220.Klopf, Donald W., and Ronald E. Cambra. 1979. Academic debate: Practicing argumentative theory, 2nd edn. Denver, CO: Morton.Klopf, Donald W., and Takehide Kawashima. 1977. Eigo supiichi: Eigo tooron no kihon [English speech: Basics in English debate]. Tokyo: Sanshusah.Klopf, Donald W., and Takehide Kawashima (eds.). 1978. Perspectives on forensics. (The Gaku Shobo-Communication Association of the Pacific speech series, 4.) Tokyo: Gaku Shobo.Kobayashi, Kimio, and Shigeru Araki. 1974. Ronriteki shikoo o takameru hyoogen shidoo [Expression instruction to improve logical thinking]. Tokyo: Ikkoosha.Koike, Ikuo. 1966. Honkoo ni okeru kurabu katsudoo to kagai shidoo: Tokyo Toritsu Hibiya Kootoogakkoo [Club activities and extracurricular instruction in our school: Tokyo Municipal Hibiya High School]. Eigo kyooshitsu to kagai shidoo [English classrooms and extracurricular instruction], ed. by Rintaroo Fukuhara, Tamihei Iwasaki, and Fumio Nakajima, 210-217. Tokyo: Kenkyusha.Konno, Yo. 1979. Dibeeto kyooshitsu, jissen-hen: Jirei kenkyuu [A course in debate, practices: Case studies]. Tokyo: Gaku Shobo.Koyama, Masaaki. 1983. Hanashiai, tooron no shidoo [Instruction of discussion and debate]. Tokyo: Meijitosho.Mannebach, Wayne C. and Tommy Uematsu. 1973. How to debate in English: Eigo tooron no sukiru [Skills in English debating]. Tokyo: Kenkyusha.Matsumoto, Shigeru. 1987. Eigo dibeeto jissen manyuaru [Practical manual of English debate]. Tokyo: Babel Press.McCroskey, James. C. 1982. An introduction to rhetorical communication, 4th edn. Englewood Cliff, NJ: Prentice-Hall.Musgrave, George McCoy. 1945/1946. Competitive debate: Rules and techniques. New York: H. W. Wilson. (The first edition was published in 1945 and the revised edition in 1946.)Noji, Jun'ya. 1980. Hanashikotoba kyooiku shi kenkyuu [A study of the history of speech education]. Tokyo: Kyoobunsha.O'Keefe, Daniel. J. 1977. Two concepts of argument. Journal of the American Forensic Association 13.121-128.Oda, Naotake. 1978. Hanashikata no shidoo keikaku no tatekata [How to plan teaching speech]. In Ooya and Seto 1978: 377-394.Okamoto, Akihito. 1991. Gengo gijutsu kyooiku [Education of language skills]. Kyooiku Kagaku/Kokugo Kyooiku [Education science/National-Language Education], No. 445 (June 1991) (Kenkyuu nenkan 1991 nen ban: Kokugoka kyooiku kenkyuu no kii waado [Research yearbook 1991 edition: Key words in national-language education in schools]).101-105.Ookubo, Tadatoshi. 1953. Enzetsu to tooron no techoo [Handbook of oratory and debate]. Tokyo: Shunjuusha.Ookuma, Tooru. 1992. Dibeeto to gairaigo hyooki to bunshooron to [Debate, loan words orthography, and textology]. Kyooiku Kagaku/Kokugo Kyooiku [Education science/National-Language Education], No. 459 (April 1992) (Kenkyuu nenkan 1992 nen ban: Kokugoka kyooiku kenkyuu no kii waado [Research yearbook 1992 edition: Key words in national-language education in schools]).59-70.Potter, David. 1944. Debating in the colonial chartered colleges: An historical survey, 1642 to 1900. New York: Teachers College, Columbia University. Rpt. New York: AMS, 1972.Roberts, John M., and Michael L. Forman. 1972. Riddles: Expressive models of interrogation. In Gumperz and Hymes 1972/1986: 180-209.Saville-Troike, Muriel. 1989. The ethnography of communication: An introduction. 2nd edn. Oxford: Basil Blackwell.Sawada, Akio. 1983. Ronbun no retorikku [Rhetoric of thesis]. Tokyo: Koodansha.Sayer, J. E. 1980. Argumentation and debate: Principles and applications. Sherman Oaks, CA: Alfred.Thompson, Wayne N. 1971. Modern argumentation and debate: Principles and practices. New York: Harper and Row.-------------------------------------------------(Bulletin of the Graduate School of Social and Cultural Studies, Kyushu University, vol. 2 (1996)," pp. 149-161)[revised 6/13/98 for the Web version]"""
Other,Aviation,"The Aviation Glossary and Vocabulary Builder is composed of 1900+ FAA terms primarily for Airframe & Powerplant. This is composed of simple non-technical, English definitions. The Vocabulary Builder was designed to use an inexpensive, proprietary online format known as WordWeb Pro. Instructions on how to load the vocabulary into WordWeb and a printable glossary are included.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Aviation,"The Airplane Flying Handbook provides basic knowledge that is essential for pilots. This handbook introduces basic pilot skills and knowledge that are essential for piloting airplanes. It provides information on transition to other airplanes and the operation of various airplane systems. It is developed by the Flight Standards Service, Airman Testing Standards Branch, in cooperation with various aviation educators and industry. This handbook is developed to assist student pilots learning to fly airplanes. It is also beneficial to pilots who wish to improve their flying proficiency and aeronautical knowledge, those pilots preparing for additional certificates or ratings, and flight instructors engaged in the instruction of both student and certificated pilots. It introduces the future pilot to the realm of flight and provides information and guidance in the performance of procedures and maneuvers required for pilot certification.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Aviation,"This lesson plan explores the contributions of the Women Airforce Service Pilots (WASPs) during World War II, and their aviation legacy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Aviation,"To tell the story of aviation, we do need to start by noting there are two kinds of aircraft:••Lighter-than-air craft such as balloons, dirigibles, and blimps;••Heavier-than-air craft such as airplanes and helicopters.The Mongolfier brothers first flew the first lighter-than-air craft--a hot-air balloon in 1783.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Aviation,"By the end of WWII, Pan American World Airways’ infamous fleet of flying boats became rapidly obsolete as the aviation industry transitioned to landplanes and as more runways were built. Increasing demand for air travel led to continual aeronautical innovations, many of which were established or introduced by Pan Am. Their constant modernization not only transformed commercial aviation, but impacted the world socially, politically, and economically, thereby changing world culture forever. Whereas in its early days, the company had focused on connecting the world through new air routes, their primary goal in later years would be to carry even more people and do it bigger, better, and faster than ever before. Truly, Pan Am helped “shrink the world.”",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Aviation,"Graduates of an FAA-approved program will be prepared to test for Federal Aviation Administration (FAA) General, Airframe, and Powerplant certificates. Aviation maintence technicians are qualified to perform service or make repairs on all types and sizes of private and commercial aircraft, including airplanes, helicopters, and their propulsion systems.Contents include student project books for FAA general, airframe, and powerplant programs, course objectives, course outlines, and other instructional materials for eight airframe courses and eight general courses, and an instructor project book. A glossary of aircraft mechanic terms was also developed to assist English language learners and students new to aviation. Materials were developed to implement on computers and tablets maintained in the aviation labs.EASA (European Aviation Safety Administration) is the European equivalent of the FAA, and also certify aircraft mechanics to repair or service European aircraft. Although the skill sets of the two certifications are similar, the processes for attaining and certifying the skills is very different. A crosswalk between FAA and EASA certification was completed and curriculum for short modules to fill identified gaps between FAA curriculum and EASA standards were developed by subject matter experts. These gaps include fiberoptics, human factors, and EASA regulations. Supplemental information outlines the self-improvement route that aircraft mechanics may take toward earning EASA certification.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Aviation,"This series of lessons focuses on exposing high school math students to relevant applications in the aviation industry. This is the first in the series for the Integrated Math 2 level. This can be taught in conjunction with Unit 1 Lesson 2  Reading Airline Maintenance Graphs but can also be a stand-alone lesson. In this lesson, students will explore the use of a Flight Computer (E-6B) to solve Time-Speed-Distance (TSD) problems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Aviation,"This resource contains 3D visualization modules on electric vehicle safety created through collaboration between the CAAT and another ATE Center, the Center for Aviation and Automotive Technical Education (CA2VES), located at Clemson University.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Aviation,Using this lesson plan students will be more aware of how plants and animals adapt to wildland fire.  They will: Discuss the adaptive strategies of plants and animals to survive fire. Observe plants and animals in your local area. Design a plant or animal that is adapted for fire survival.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Aviation,Hostile use of Unmanned Aircraft Systems (UAS) technology is on the forefront of DoD defense and offensive planners.Our Counter-UAS (C-UAS) textbook has as its primary mission to educate and train resources who will enter the UAS / C-UAS field and trust it will act as a call to arms for military and DHS planners.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Aviation,"This program prepares students for a career in electronics with a focus on aerospace avionics. Students learn to design, build, repair, calibrate, and modify electrical components, circuitry controls, and machinery such as industrial controls, transmitters, and antennas for aircraft.These course modules and materials are designed for a one-year certificate in electronics/avionics in a hybrid on-line format with students participating in a hands-on, face-to-face lab. The materials are comprehensive, developed using the principles of Universal Design, and include course objectives, syllabi, lab exercises, videos, tests, and booklets. Course content includes an introduction to avionics, AC and DC, Digital Logic, aerospace fiber optics, related lab exercises, and student workbooks and textbooks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Aviation,"This lesson focuses on the importance of airplanes in today's society. Airplanes of all shapes and sizes are used for hundreds of different reasons, including recreation, commercial business, public transportation, and delivery of goods, among many others. From transporting people to crop-dusting, our society and our economy have come to depend on airplanes. Students will discuss their own experiences with airplanes and learn more about the role of airplanes in our world.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Aviation,"This online exhibition celebrates the centennial of flight with a thorough presentation of Wilbur and Orville Wright's biography, their technical achievements and the cultural impact of their breakthrough in the decade after 1903.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Aviation,"This example shows how Newton's laws of motion apply to aircraft carriers and introduces the lift equation: the amount of lift depends on the air density, the wind velocity, and the surface area of the wings. The problems stress the importance of units of measure. This resource is from PUMAS - Practical Uses of Math and Science - a collection of brief examples created by scientists and engineers showing how math and science topics taught in K-12 classes have real world applications.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Aviation,"The purpose of this activity is to demonstrate how aircrafts have decreased the amount of time it takes to transport people and cargo. Students will compute the time it takes to travel between two cities for several modes of transportation including trucks, trains and airplanes. Students will also do some critical thinking to determine why airplanes are not always used.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Aviation,"Atmospheric scientists use computer models to forecast the position of a moving volcanic cloud, and remote sensing can identify its components, including gases and aerosols. This resource provides ideas for classroom investigation of these topics, and directions for a demonstration of light scattering by aerosols. The lesson ideas are from PUMAS - Practical Uses of Math and Science - a collection of brief examples created by scientists and engineers showing how math and science topics taught in K-12 classes have real world applications.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Aviation,•Why did the US come to have a space program?•What does it tell us about our politics and our government?•How does aerospace and aviation technology reflect our values as a nation?•What role should space exploration play in America’s future?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Aviation,"This course provides an overview of and introduction to the fundamentals of aeronautics, using the history of aviation as a story line. The course uses examples from the very beginning of aviation (the Montgolfier brothers' balloon flight in 1783 and the Wright brothers' heavier-than-air flight in 1903) and continues all the way through to the current Airbus A380 and future aircraft.  This trajectory will start with a general introduction to aeronautics, to be followed by a closer look at aerodynamics and flight performance.Lectures are frequently accompanied by related exercises and demonstrations. The course also incorporates (design) challenges/competitions, based on the knowledge obtained through the lectures.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Aviation,"This activity sends students undercover to Dayton and Kitty Hawk to report secretly on the activities of two brothers who are making a big glider in their bicycle shop. Students prepare by researching aviation history and then, posing as news reporters, interview the brothers (and neighbors). Instructions are included for building the Wright brothers' gliders and first plane.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Breath,"Edited for Human Breathing OnlyBy the end of this section, you will be able to:Describe how the structures of the lungs and thoracic cavity control the mechanics of breathingExplain the importance of compliance and resistance in the lungsDiscuss problems that may arise due to a V/Q mismatch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Breath,"This lesson is a self contained lesson on DNA structure.  It will keep the students busy for days and days and even a week or more.  There is no associated lecture.  It requires no knowledge of DNA or biology or anything.  The learning objective is the structure of DNA and nothing more.DNA in cells is elegant in its simplicity.  Catch your breath DNA is elegant in its simplicity.  Both are made of four things and both can only go together in one way.The core of this cool lesson plan is a paper template.  The students will be coloring the bases and cutting them out.  They can only go together one way and the students will see that.The paper templates are made on an ordinary copy machine and the template is included in the literature.  The templates are copied front and back with a front and back template. But it is not great trick.  The download includes all information and there is a video for the teacher and a video for the kids.The lesson plan is suitable for all students, from 4th grade up.  It would be suitable for college as well.The documentation can be found here https://app.box.com/s/hlhung3gz5heqmno82yc0xwfs7zl2puhIt references the videos.  But the videos is here:https://youtu.be/1BiTYfTpTu4Licensed under Creative Commons ...mrphysh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Breath,"The Breathing Student Edition book is one of ten volumes making up the Human Biology curriculum, an interdisciplinary and inquiry-based approach to the study of life science.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Breath,This handout was created for a Write Night when the student health center couldn't make it and we wanted some mindfulness resources. It includes three different techniques I learned in group therapy as a grad student.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Breath,"In this activity, learners work in teams to construct human lung models from small plastic beverage bottles and balloons. Learners use the models to investigate how movements of the diaphragm cause lungs to inflate. This activity can be enhanced by sharing the ""Health Hazards of Lunar Dust"" Podcast with learners (see related resource link). This resource includes background information and variation ideas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Breath,"Introduce younger children to calming breathing in a fun way. By focussing on trying to blow big bubbles, children are encouraged to focus on their out breath and breathe in a slow, calm way",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Breath,"Students are introduced to the respiratory system, the lungs and air. They learn about how the lungs and diaphragm work, how air pollution affects lungs and respiratory functions, some widespread respiratory problems, and how engineers help us stay healthy by designing machines and medicines that support respiratory health and function.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Breath,"Breathing techniques and stress reduction are essential tools in our lives and, more specifically, for school.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Breath,"In this demonstration of chemical change, the presenter blows breath into a methylene blue solution releasing carbon dioxide which acidifies the water and changes it from a bright blue color to green.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Breath,"Students capture and examine air particles to gain an appreciation of how much dust, pollen and other particulate matter is present in the air around them. Students place ""pollution detectors"" at various locations to determine which places have a lot of particles in the air and which places do not have as many. Quantifying and describing these particles is a first step towards engineering methods of removing contaminants from the air.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
